,SITE_CODE,SITE_TITLE,SHORT_NAME,SITE_COMMO,SITE_TYPE_,SITE_SUB_T,SITE_STAGE,TARGET_COM,COMMODITY,PROJ_CODE,PROJ_TITLE,CONFIDENTI,POINT_CONF,LATITUDE,LONGITUDE,WEB_LINK,EXTRACT_DA,MIN_TYPE
700,S0032534,Mt Taylor Southwest,Mt Taylor Southwest,Co,Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.9623,117.32944,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032534,2021-07-28,
701,S0032539,Trillbar East,Trillbar East,"Ni, Cr",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04480,Livingstone Nickel-Copper,Public,Public,-25.59217,117.81256,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032539,2021-07-28,
702,S0032548,Crows Nest Well 2,Crows Nest Well 2,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.27374,119.47058,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032548,2021-07-28,
703,S0032584,Bedaburra 2,Bedaburra 2,"Ni, Cr",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.62789,117.4856,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032584,2021-07-28,
704,S0032614,Narracoota 2,Narracoota 2,"Ni, Au, Ag",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04099,Bryah Basin,Public,Public,-25.92679,118.59574,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032614,2021-07-28,
705,S0032617,Cashmans North,Cashmans North,Ni,Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.94272,118.62471,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032617,2021-07-28,
706,S0032624,Jones Well,Jones Well,Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.4494,118.62692,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032624,2021-07-28,
707,S0032653,McCarthys Well,McCarthys Well,"Ni, Co",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.89875,118.5253,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032653,2021-07-28,
708,S0032665,Albury Heath 2,Albury Heath 2,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.79694,118.57882,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032665,2021-07-28,
709,S0032672,Tal Val Pool 2,Tal Val Pool 2,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.82979,118.59784,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032672,2021-07-28,
710,S0032810,Murrin Murrin 16/6,Murrin Murrin 16/6,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-28.96727,121.72843,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032810,2021-07-28,
711,S0032887,Range Well Ni 2,Range Well Ni 2,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02480,Weld Range Nickel Laterite,Public,Public,-26.82384,117.79178,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032887,2021-07-28,
712,S0033049,Salgash 2,Salgash 2,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.26417,119.83465,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0033049,2021-07-28,
713,S0033065,Warda Warra,Warda Warra,"Ni, Cu",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-27.47376,117.13602,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0033065,2021-07-28,
714,S0222842,Blair North Nickel,Blair North Nickel,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03559,Kalgoorlie East Nickel,Public,Public,-30.81357,121.757805,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0222842,2021-07-28,
715,S0222855,Range Well Ni 1,Range Well Ni 1,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02480,Weld Range Nickel Laterite,Public,Public,-26.80673,117.7496,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0222855,2021-07-28,
716,S0222902,Waite Kauri Group,Waite Kauri Gp,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J03366,Minara,Public,Public,-28.69965,121.7201,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0222902,2021-07-28,
717,S0222983,Oldfield  Nickel,Oldfield,Ni,Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-33.5011,120.5495,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0222983,2021-07-28,
718,S0223027,Widgiemooltha North Environmental Group / Consolidated Minerals,Env Group,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02592,Mt Edwards Nickel,Public,Public,-31.444269,121.534599,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223027,2021-07-28,
719,S0223080,Blair - Golden Ridge JV Environmental Group,Env Group,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02439,Golden Ridge Nickel,Public,Public,-30.91061,121.716698,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223080,2021-07-28,
720,S0223172,Wiluna Nickel Environmental Group,Env Group,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02213,Wilconi,Public,Public,-26.6383,120.21383,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223172,2021-07-28,
721,S0223176,Lake Johnston Environmental Group,Env Group,"Ni, Co",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J01666,Lake Johnston / Poseidon,Public,Public,-32.23365,120.504402,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223176,2021-07-28,
722,S0223215,Goongarrie Nickel Environmental Group,Env Group,"Ni, Co",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02352,Kalgoorlie Nickel Project,Public,Public,-30.07715,121.162399,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223215,2021-07-28,
723,S0223287,Moran Underground,Moran,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02628,Kambalda / Mincor,Public,Public,-31.197947,121.691917,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223287,2021-07-28,
724,S0223300,White Cliff Nickel,White Cliff Ni,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-28.915396,123.062841,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223300,2021-07-28,
725,S0223306,Wildcatters Nickel,Wildcatters Ni,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J03629,Wildcatters Nickel,Public,Public,-31.101672,121.591199,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223306,2021-07-28,
726,S0223371,Maggie Hays South Nickel,Maggie Hays South,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03638,Lake Johnston - Maggie Hays South Nickel,Public,Public,-32.408262,120.628646,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223371,2021-07-28,
727,S0223381,Windarra Environmental Group,Env Group,"Ni, Cu",Mine,Shaft,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00612,Windarra / Poseidon,Public,Public,-28.486819,122.238466,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223381,2021-07-28,
728,S0223405,Halls Knoll Gossan,Halls Knoll,"Ni, Pt, Pd, Au",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03642,Polar Bear Nickel,Public,Public,-31.915991,121.847761,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223405,2021-07-28,
729,S0223416,Wanbanna,Wanbanna,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-28.766611,121.842039,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223416,2021-07-28,
730,S0223420,Leo Dam,Leo Dam,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02439,Golden Ridge Nickel,Public,Public,-30.893884,121.725854,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223420,2021-07-28,
731,S0223423,Trough Well Extended,Trough Well Extended,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J00690,Bullfinch North / Nickel Base Metals,Public,Public,-30.668743,118.973182,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223423,2021-07-28,
732,S0223424,Sinclair Environmental Group,Env Group,Ni,Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J02677,Sinclair,Public,Public,-28.36751,120.864403,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223424,2021-07-28,
733,S0223748,Wildara - Waterloo Environmental Group,Waterloo,"Ni, Cu, Pd, Pt",Mine,Decline,Shut,NICKEL,STEEL ALLOY METAL,J02566,Thunderbox Nickel,Public,Public,-28.14377,120.977997,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223748,2021-07-28,
734,S0224030,Sligo,Sligo,"Ni, Cu, Pb, Zn",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03308,Collurabbie / Regis,Public,Public,-27.166494,122.247,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224030,2021-07-28,
735,S0224041,Priors,Priors,"Ni, Cu, Pt, Pd, Au",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02810,Coolgardie Nickel,Public,Public,-31.039413,120.970634,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224041,2021-07-28,
736,S0224043,Salk,Salk,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02731,Copernicus,Public,Public,-17.662434,127.987273,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224043,2021-07-28,
737,S0224051,Alec Mairs 6,AM 6,Ni,Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J02247,Cosmos,Public,Public,-27.609095,120.574524,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224051,2021-07-28,
738,S0224056,Anomaly 3,Anomaly 3,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02247,Cosmos,Public,Public,-27.646289,120.577138,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224056,2021-07-28,
739,S0224057,Anomaly 9,Anomaly 9,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02247,Cosmos,Public,Public,-27.627624,120.575222,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224057,2021-07-28,
740,S0224091,Similkameen,Similkameen,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04339,Fraser Range JV,Public,Public,-31.664421,123.164339,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224091,2021-07-28,
741,S0224101,Mt Gibb South 2,Mt Gibb South 2,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03089,Forrestania South Nickel,Public,Public,-32.941995,120.034537,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224101,2021-07-28,
742,S0224120,Purple Haze,Purple Haze,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00757,Forrestania Nickel / Western Areas,Public,Public,-32.722592,119.813886,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224120,2021-07-28,
743,S0224139,Gardiner,Gardiner,"Ni, Au",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J00677,Spargoville Nickel,Public,Public,-31.348623,121.506528,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224139,2021-07-28,
744,S0224165,Circular Quay,Circular Quay,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-31.909756,120.227177,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224165,2021-07-28,
745,S0224211,Rosie,Rosie,"Ni, Cu, Pt, Pd, Au, Co",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J03161,Duketon Nickel / Duketon Mining,Public,Public,-27.624587,122.014331,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224211,2021-07-28,
746,S0224269,T6 - Flying Fox,T6,"Ni, Cu, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00757,Forrestania Nickel / Western Areas,Public,Public,-32.417795,119.688975,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224269,2021-07-28,
747,S0224270,T7 - Flying Fox,T7,"Ni, Cu, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00757,Forrestania Nickel / Western Areas,Public,Public,-32.417771,119.688975,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224270,2021-07-28,
748,S0224312,Copernicus Environmental Group / Panoramic,Copernicus Env Grp,"Ni, Cu, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02731,Copernicus,Public,Public,-17.656892,127.991025,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224312,2021-07-28,
749,S0224398,Nebo-Babel Group,Nebo-Babel Gp,"Ni, Cu, PGE, Co, Au, Ag",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02463,West Musgrave / Oz,Public,Public,-26.107121,127.696899,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224398,2021-07-28,
750,S0224401,Anomaly 4 - Savannah,Anomaly 4,"Ni, Cu, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J00656,Savannah Nickel,Public,Public,-17.408003,128.005453,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224401,2021-07-28,
751,S0224405,Millipede - Capricorn,Millipede,"Ni, Cu, Pt",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03834,Jimblebar Gold and Copper,Public,Public,-23.452418,120.09495,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224405,2021-07-28,
752,S0224469,Aztec Dome,Aztec Dome,Ni,Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03844,Aztec Dome,Public,Public,-31.115741,121.825835,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224469,2021-07-28,
753,S0224490,Sandstone Nickel Area D,Sandstone Ni D,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03849,Sandstone Nickel,Public,Public,-28.131449,119.351902,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224490,2021-07-28,
754,S0224492,Sandstone Nickel Area C,Sandstone Ni C,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03849,Sandstone Nickel,Public,Public,-28.122777,119.331358,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224492,2021-07-28,
755,S0224558,AK47 - North,Ak47 N,Ni,Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02644,Mt Eureka - Gunbarrel Nickel,Public,Public,-26.404797,121.512443,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224558,2021-07-28,
756,S0224559,Doyles Prospect,Doyles,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02644,Mt Eureka - Gunbarrel Nickel,Public,Public,-26.566585,121.580921,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224559,2021-07-28,
757,S0224570,PAS 5/4,PAS 5/4,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.950104,121.796507,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224570,2021-07-28,
758,S0224571,PAS 5/5,PAS 5/5,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.970682,121.791006,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224571,2021-07-28,
759,S0224572,PAN 13/4,PAN 13/4,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.796537,121.816561,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224572,2021-07-28,
760,S0224573,PAN 13/9,PAN 13/9,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.794767,121.819416,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224573,2021-07-28,
761,S0224582,Spotted Quoll Main and North Underground,Spotted Quoll UG,"Ni, Co",Mine,Decline,Operating,NICKEL,STEEL ALLOY METAL,J00757,Forrestania Nickel / Western Areas,Public,Public,-32.478151,119.677774,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224582,2021-07-28,
762,S0224791,Giles North,Giles N,"Ni, Cu, Pt, Pd",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03308,Collurabbie / Regis,Public,Public,-26.995761,122.227984,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224791,2021-07-28,
763,S0224792,Giles,Giles,"Ni, Cu, Pt, Pd",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03308,Collurabbie / Regis,Public,Public,-27.001175,122.227443,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224792,2021-07-28,
764,S0224799,Argos - Collurabbie,Argos,"Ni, Cu, Co, Pt, Pd",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02762,Collurabbie Ni / Rox,Public,Public,-26.880884,122.21046,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224799,2021-07-28,
765,S0224800,Leros - Collurabbie,Leros,"Ni, Cu, Co, Pt, Pd",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02762,Collurabbie Ni / Rox,Public,Public,-26.915386,122.225688,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224800,2021-07-28,
766,S0224804,Gossan-Ryans Find,Gossan-Ryans Find,Ni,Prospect,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J03259,Mt Finnerty Nickel,Public,Public,-30.618872,120.072073,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224804,2021-07-28,
767,S0224843,Lake Johnston Resources Group,Lake Johnston Res Gp,"Ni, Co",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J01666,Lake Johnston / Poseidon,Public,Public,-32.23365,120.504402,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224843,2021-07-28,
768,S0224859,Rosie Boxcut,Boxcut,"Ni, Cu, Pt, Pd",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J03161,Duketon Nickel / Duketon Mining,Public,Public,-27.619055,122.01364,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224859,2021-07-28,
769,S0224920,Sirius Nickel,Sirius,"Ni, Cu, Au",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J00690,Bullfinch North / Nickel Base Metals,Public,Public,-30.596548,118.920678,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224920,2021-07-28,
770,S0224946,Cables - White Cliff,Cables,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03615,White Cliff Nickel,Public,Public,-29.058797,123.015409,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224946,2021-07-28,
771,S0224971,Far West - Camel Hills,Far West,"Ni, Cr, Cu, Zn, Pt, Pd",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.898385,116.363529,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224971,2021-07-28,
772,S0225363,Balla Yule Nickel,Balla Yule Ni,"Ni, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03756,Yule North,Public,Public,-20.46746,118.17403,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225363,2021-07-28,
773,S0225475,Spartacus - Collurabbie,Spartacus,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02762,Collurabbie Ni / Rox,Public,Public,-26.835971,122.18575,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225475,2021-07-28,
774,S0225482,Bulong East Resource Group,Bulong E Resource,"Ni, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02352,Kalgoorlie Nickel Project,Public,Public,-30.70512,121.831299,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225482,2021-07-28,
775,S0225483,Bulong East,Bulong E,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02352,Kalgoorlie Nickel Project,Public,Public,-30.798587,121.840036,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225483,2021-07-28,
776,S0225489,Dundas Gossan,Dundas Gosan,"Ni, Cu, Pd, Pt, PGE",Prospect,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J03642,Polar Bear Nickel,Public,Public,-31.919874,121.850788,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225489,2021-07-28,
777,S0225626,Toro Grande - Falcon Bridge,Toro Grand,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04064,Falcon Bridge,Public,Public,-27.892239,122.420856,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225626,2021-07-28,
778,S0225649,Nickel Hills,Nickel Hills,"Ni, Cu, Co",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04073,Nickel Hills,Public,Public,-23.600143,119.803193,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225649,2021-07-28,
779,S0225650,Warrawanda Nickel,Warrawanda Ni,Ni,Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04074,Warrawanda Nickel,Public,Public,-23.726731,119.845451,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225650,2021-07-28,
780,S0225788,Bakers Target,Bakers Target,"Ni, Cu, Pt, Pd",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-28.4608,121.010722,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225788,2021-07-28,
781,S0225793,Troy - Collurabbie,Troy,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02762,Collurabbie Ni / Rox,Public,Public,-26.810311,122.175833,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225793,2021-07-28,
782,S0225794,Achilles - Collurabbie,Achilles,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02762,Collurabbie Ni / Rox,Public,Public,-26.799402,122.171866,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225794,2021-07-28,
783,S0225795,Murrin Murrin Resources Group / NiWest,Murrin Murrin Resources Gp,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-28.86331,121.792999,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225795,2021-07-28,
784,S0225824,Inky,Inky,"Ni, Cu, Ag, Zn",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03969,Youanmi Joint Venture,Public,Public,-28.791279,118.712192,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225824,2021-07-28,
785,S0226017,Ghan Well,Ghan Well,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04136,Ghan Well,Public,Public,-28.871935,122.132036,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0226017,2021-07-28,
786,S0226125,Helmut South Extension,Helmut S Extension,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02900,Lanfranchi Tramways,Public,Public,-31.501504,121.859487,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0226125,2021-07-28,
787,S0226199,Eye,Eye,"Ni, Cu, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04167,Nova-Bollinger,Public,Public,-31.817153,123.197997,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0226199,2021-07-28,
