,SITE_CODE,SITE_TITLE,SHORT_NAME,SITE_COMMO,SITE_TYPE_,SITE_SUB_T,SITE_STAGE,TARGET_COM,COMMODITY,PROJ_CODE,PROJ_TITLE,CONFIDENTI,POINT_CONF,LATITUDE,LONGITUDE,WEB_LINK,EXTRACT_DA,MIN_TYPE
611,S0026171,Garden Creek 1,Garden Creek 1,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.909,119.24031,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026171,2021-07-28,
612,S0026172,Garden Creek 2,Garden Creek 2,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.94162,119.2326,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026172,2021-07-28,
613,S0026189,Narndee,Narndee,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J05600,Narndee / Aldoro,Public,Public,-28.871549,118.134844,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026189,2021-07-28,
614,S0026239,Coolumbooloo Yard,Coolumbooloo Yard,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.41821,127.92319,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026239,2021-07-28,
615,S0026258,McKenzies Spring 4,McKenzies Spring 4,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.50478,127.87838,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026258,2021-07-28,
616,S0026259,McKenzies Spring 5,McKenzies Spring 5,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.5076,127.87645,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026259,2021-07-28,
617,S0026262,McKenzies Spring 6,McKenzies Spring 6,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.50808,127.87297,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026262,2021-07-28,
618,S0026264,McKenzies Spring 7,McKenzies Spring 7,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.51156,127.8707,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026264,2021-07-28,
619,S0026266,McKenzies Spring 9,McKenzies Spring 9,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.48294,127.87366,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026266,2021-07-28,
620,S0026277,Springvale 7,Springvale 7,"Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04209,Kimberley / Sheffield,Public,Public,-17.73672,127.68932,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026277,2021-07-28,
621,S0026279,Tickalara Bore 3,Tickalara Bore 3,"Ni, Cu, Co",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.37996,128.04485,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026279,2021-07-28,
622,S0026280,Sherlock Bay No 2 Zone,Sherlock Bay No 2 Zone,"Ni, Cu, Fe",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-20.81759,117.53951,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026280,2021-07-28,
623,S0026282,Melon Patch 8,Melon Patch 8,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.5896,127.94714,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026282,2021-07-28,
624,S0026654,Springvale 8,Springvale 8,"Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04209,Kimberley / Sheffield,Public,Public,-17.79172,127.62994,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026654,2021-07-28,
625,S0026655,Springvale 9,Springvale 9,"Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04209,Kimberley / Sheffield,Public,Public,-17.78229,127.64835,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026655,2021-07-28,
626,S0026656,Springvale 10,Springvale 10,"Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04209,Kimberley / Sheffield,Public,Public,-17.78655,127.609,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026656,2021-07-28,
627,S0026658,Springvale 12,Springvale 12,"Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04547,Springvale,Public,Public,-17.76121,127.64377,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026658,2021-07-28,
628,S0026661,Tickalara Bore 4,Tickalara Bore 4,"Ni, Cu, Ag, Au, Pt",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.40269,128.01721,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026661,2021-07-28,
629,S0026666,Tickalara Bore 5,Tickalara Bore 5,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.38526,128.01846,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026666,2021-07-28,
630,S0026667,Tickalara Bore 6,Tickalara Bore 6,"Ni, Cu, Au, Co",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.39471,128.02284,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026667,2021-07-28,
631,S0026668,McKenzies Spring 10,McKenzies Spring 10,"Co, Gr",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.52046,127.83074,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026668,2021-07-28,
632,S0026716,McKenzies Spring 11,McKenzies Spring 11,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.49475,127.89432,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026716,2021-07-28,
633,S0026719,Donkey Valley 2,Donkey Valley 2,Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.48755,127.87758,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026719,2021-07-28,
634,S0026720,Donovans Reef,Donovans Reef,"Ni, Cu, Co",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.489,127.89405,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026720,2021-07-28,
635,S0026725,Panton 2,Panton 2,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.78744,127.81073,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026725,2021-07-28,
636,S0026738,Jackal,Jackal,"Ni, Cu, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03112,Panton / Thundelarra,Public,Public,-17.68055,127.85487,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026738,2021-07-28,
637,S0026739,Mabel Hill Ni-Cu 2,Mabel Hill Ni-Cu 2,"Ni, Co",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.68063,127.8512,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026739,2021-07-28,
638,S0026740,Bow River G,Bow River G,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-16.86544,128.34258,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026740,2021-07-28,
639,S0026741,Billymac Yard D,Billymac Yard D,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04209,Kimberley / Sheffield,Public,Public,-17.63804,127.7099,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026741,2021-07-28,
640,S0026744,McKenzies Spring 14,McKenzies Spring 14,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.50289,127.88543,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026744,2021-07-28,
641,S0026753,McKenzies East 1,McKenzies East 1,"Ni, Cu",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.46748,127.94072,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026753,2021-07-28,
642,S0026754,McKenzies East 2,McKenzies East 2,"Ni, Co, Cu",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.47217,127.93194,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026754,2021-07-28,
643,S0026756,McKenzies East 4,McKenzies East 4,"Ni, Cu",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.48268,127.91125,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026756,2021-07-28,
644,S0026757,McKenzies East 5,McKenzies East 5,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.49111,127.90546,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026757,2021-07-28,
645,S0026758,McKenzies East 6,McKenzies East 6,"Ni, Cu",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.48712,127.9013,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026758,2021-07-28,
646,S0026762,Mabel Downs 3,Mabel Downs 3,"Ni, Cu, Co",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.37315,128.02121,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026762,2021-07-28,
647,S0026763,Keller Creek 2,Keller Creek 2,"Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J03598,Keller Creek / Panoramic - Ora Gold,Public,Public,-17.30153,127.97304,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026763,2021-07-28,
648,S0026764,Keller Creek 3,Keller Creek 3,"Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J03598,Keller Creek / Panoramic - Ora Gold,Public,Public,-17.30226,127.97552,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026764,2021-07-28,
649,S0026766,Keller Creek 5,Keller Creek 5,"Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J03598,Keller Creek / Panoramic - Ora Gold,Public,Public,-17.30786,127.97238,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026766,2021-07-28,
650,S0026813,McKenzie No. 1,McKenzie No. 1,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04751,McKenzie Springs / Cazaly,Public,Public,-17.51867,127.83939,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026813,2021-07-28,
651,S0026911,Corkwood 2,Corkwood 2,"Ni, Cu",Prospect,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J03749,Corkwood Ni-Cu,Public,Public,-17.29538,128.18227,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026911,2021-07-28,
652,S0026961,Moola Bulla 2,Moola Bulla 2,"Ni, Cr",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-18.25518,127.32699,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026961,2021-07-28,
653,S0026996,Fieldings Gully B 4,Fieldings Gully B 4,"Ni, Cu",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.31706,119.81609,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0026996,2021-07-28,
654,S0027018,Fieldings Gully B1,Fieldings Gully B1,Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.31499,119.80548,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027018,2021-07-28,
655,S0027256,Abydos Ni Gossan,Abydos Gossan,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.32285,118.96046,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027256,2021-07-28,
656,S0027461,Lamboo (Ni 1),Lamboo (Ni 1),Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-18.43648,127.34155,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027461,2021-07-28,
657,S0027472,Lamboo (Ni 2),Lamboo (Ni 2),Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-18.43166,127.34669,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027472,2021-07-28,
658,S0027473,Lamboo (Ni 3),Lamboo (Ni 3),Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-18.43652,127.34079,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027473,2021-07-28,
659,S0027534,Cookes Creek Anomaly Hill West 2,Cookes Creek Anomaly Hill W 2,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02340,Cookes Creek Nickel,Public,Public,-21.6564,120.38338,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027534,2021-07-28,
660,S0027535,Cookes Creek Anomaly Hill West 1,Cookes Creek Anomaly Hill W 1,Ni,Prospect,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J02340,Cookes Creek Nickel,Public,Public,-21.65471,120.39075,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027535,2021-07-28,
661,S0027536,Cookes Creek nickel E,Cookes Creek nickel E,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.67442,120.46197,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027536,2021-07-28,
662,S0027537,Cookes Creek nickel Far E,Cookes Creek nickel Far E,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.65941,120.48463,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0027537,2021-07-28,
663,S0028096,Farrel Well,Farrel Well,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-20.81364,119.53295,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0028096,2021-07-28,
664,S0028264,Strelley Gorge Nickel,Strelley Gorge Ni,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.14071,119.12742,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0028264,2021-07-28,
665,S0028380,Kurrajong,Kurrajong,Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-28.0482,120.59922,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0028380,2021-07-28,
666,S0028784,Talga Talga Nickel,Talga Talga Nickel,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-21.00441,119.82106,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0028784,2021-07-28,
667,S0029715,Hootan,Hootan,Ni,Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03014,Roe Hills Nickel,Public,Public,-31.27811,122.57978,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029715,2021-07-28,
668,S0029735,Wingellina (INCO) No. 1 orebodies,Wingellina (INCO) No. 1,"Ni, Co, Cr, Chrp",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.03347,128.96777,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029735,2021-07-28,
669,S0029738,Wingellina (INCO) No. 2 orebodies,Wingellina (INCO) No. 2,"Ni, Co, Cr, Chrp, MgsNi",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04424,Unassigned Gemstones,Public,Public,-26.03455,128.94688,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029738,2021-07-28,
670,S0029739,Wingellina (INCO) No. 3 orebodies,Wingellina (INCO) No. 3,"Ni, Co, Cr, Chrp",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.03958,128.90327,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029739,2021-07-28,
671,S0029740,Wingellina (INCO) No. 4 orebodies,Wingellina (INCO) No. 4,"Ni, Co, Cr, Chrp",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.0426,128.89786,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029740,2021-07-28,
672,S0029741,Wingellina (INCO) No. 5 orebodies,Wingellina (INCO) No. 5,"Ni, Co, Cr, Chrp",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.05317,128.90215,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029741,2021-07-28,
673,S0029742,Wingellina (INCO) Shaft 1,Wingellina (INCO) Shaft 1,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.0388,128.93001,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029742,2021-07-28,
674,S0029747,Michael Range,Michael Range,Ni,Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.17937,128.94588,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029747,2021-07-28,
675,S0029750,Blackstone Range,Blackstone Range,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.05287,128.40073,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029750,2021-07-28,
676,S0029996,Bodkin North,Bodkin North,"Ni, Co, Pd, Pt",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02213,Wilconi,Public,Public,-26.56314,120.15752,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029996,2021-07-28,
677,S0030264,North Springvale Road,North Springvale Road,"Ni, Cu",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.77931,127.76623,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0030264,2021-07-28,
678,S0030265,Mabel Hill Ultramafics,Mabel Hill Ultramafics,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-17.70876,127.81499,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0030265,2021-07-28,
679,S0030505,Kingfisher Ni-Cu-PGE,Kingfisher Ni-Cu-PGE,"Ni, Cu",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-29.068195,121.364619,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0030505,2021-07-28,
680,S0030890,Pincunah Nickel,Pincunah Nickel,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J05712,Pincunah,Public,Public,-21.168008,118.988892,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0030890,2021-07-28,
681,S0031431,Wingellina WPCD 20,Wingellina WPCD 20,Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.03808,128.93342,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031431,2021-07-28,
682,S0031513,Hooley Well,Hooley Well,"Ni, Cr, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03815,Hooley Well,Public,Public,-25.61967,116.74611,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031513,2021-07-28,
683,S0031626,Nanutarra (Ni),Nanutarra (Ni),Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J05695,Nanutarra Nickel,Public,Public,-22.37441,115.40259,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031626,2021-07-28,
684,S0031737,Milly Milly no. 12,Milly Milly no. 12,"Ni, Co",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.90259,116.6249,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031737,2021-07-28,
685,S0031738,Milly Milly no. 4,Milly Milly no. 4,Ni,Prospect,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J03886,Milly Milly Chromite,Public,Public,-26.01531,116.56978,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031738,2021-07-28,
686,S0031739,Milly Milly no. 5,Milly Milly no. 5,"Ni, Co",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.99336,116.56757,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031739,2021-07-28,
687,S0031740,Milly Milly no. 10,Milly Milly no. 10,Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.93817,116.59293,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031740,2021-07-28,
688,S0031768,Innouendy,Innouendy,"Ni, Cr",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J03963,Narryer,Public,Public,-25.7014,116.58965,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031768,2021-07-28,
689,S0031769,Erong 1,Erong 1,"Ni, Co",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J03815,Hooley Well,Public,Public,-25.6129,116.7523,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031769,2021-07-28,
690,S0032048,Range Well Ni 3,Range Well Ni 3,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02480,Weld Range Nickel Laterite,Public,Public,-26.81215,117.74924,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032048,2021-07-28,
691,S0032441,Bedaburra 1,Bedaburra 1,"Ni, Co",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-25.62334,117.48005,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032441,2021-07-28,
692,S0032445,Gnaweeda Ni-Cr,Gnaweeda Ni-Cr,"Ni, Cr, Co",Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.41229,118.81754,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032445,2021-07-28,
693,S0032481,Andy Well 2,Andy Well 2,Ni,Prospect,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-26.31882,118.6708,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032481,2021-07-28,
694,S0032506,Trillbar West,Trillbar West,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04480,Livingstone Nickel-Copper,Public,Public,-25.53004,117.63957,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032506,2021-07-28,
695,S0032512,Conquistador 2,Conquistador 2,"Co, Zn, Ni",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04469,Yerrida South,Public,Public,-26.39172,119.42633,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032512,2021-07-28,
696,S0032513,Diamond Well 9,Diamond Well 9,"Co, Ni, Cu",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04469,Yerrida South,Public,Public,-26.30872,119.50507,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032513,2021-07-28,
697,S0032514,Diamond Well 6,Diamond Well 6,Co,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04469,Yerrida South,Public,Public,-26.4138,119.35687,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032514,2021-07-28,
698,S0032515,Diamond Well 3,Diamond Well 3,"Co, Ni",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04469,Yerrida South,Public,Public,-26.33888,119.44613,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032515,2021-07-28,
699,S0032516,Diamond Well 7,Diamond Well 7,"Co, Ni",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04469,Yerrida South,Public,Public,-26.43115,119.42724,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032516,2021-07-28,
