,Zn,Ag,Cu,Pb,Au,Co,In,Ge,lat,long
224561,105.0,0.02,104.0,18.9,0.0005,150.5,0.027,0.21,-32.773045,119.853569
224562,259.0,0.01,77.9,16.4,0.002,209.0,0.037,0.2,-32.773045,119.853569
224563,43.0,0.02,33.5,3.2,0.001,78.1,0.034,0.15,-32.77276,119.853773
224564,72.0,0.02,47.7,23.2,0.063,13.1,0.032,0.23,-32.773834,119.850979
224565,58.0,0.02,43.3,12.0,0.002,28.3,0.044,0.2,-32.773649,119.851176
224566,67.0,0.01,88.0,13.7,0.004,22.6,0.048,0.19,-32.773298,119.851528
224567,20.0,0.005,10.7,43.0,0.003,1.9,0.021,0.13,-32.772947,119.851901
224568,2.0,0.005,4.6,20.7,0.002,2.2,0.013,0.025,-32.772763,119.852087
224569,29.0,0.005,11.2,43.4,0.006,9.6,0.036,0.025,-32.772623,119.852275
224570,38.0,0.005,14.1,30.0,0.001,22.1,0.006,0.1,-32.77244,119.852386
224571,181.0,0.04,62.1,10.0,0.0005,142.0,0.033,0.16,-32.77244,119.852386
224572,96.0,0.06,59.5,3.7,0.001,112.0,0.032,0.15,-32.77244,119.852386
224573,49.0,0.11,35.3,17.5,0.005,36.7,0.009,0.13,-32.77244,119.852386
224574,12.0,0.005,17.1,34.8,0.003,19.5,0.006,0.08,-32.772282,119.852595
224575,54.0,0.04,37.5,2.3,0.003,135.0,0.026,0.17,-32.772282,119.852595
224576,65.0,0.02,22.7,1.8,0.004,72.2,0.027,0.13,-32.772282,119.852595
224577,4.0,0.005,9.3,7.5,0.001,12.7,0.028,0.08,-32.772282,119.852595
224578,10.0,0.005,13.5,28.9,0.002,16.3,0.005,0.07,-32.772282,119.852595
224579,52.0,0.02,46.4,9.0,0.002,73.5,0.041,0.15,-32.772034,119.852811
224580,73.0,0.04,67.1,10.8,0.021,31.9,0.053,0.19,-32.773471,119.84989
224581,73.0,0.04,36.7,13.2,0.008,36.0,0.074,0.16,-32.773259,119.850097
224582,72.0,0.02,58.9,11.6,0.006,32.7,0.05,0.17,-32.773192,119.850255
224583,164.0,0.01,203.0,41.0,0.006,45.4,0.091,0.08,-32.772235,119.851131
224584,189.0,0.1,102.5,3.6,0.004,83.4,0.04,0.16,-32.772059,119.851307
224585,121.0,0.01,58.2,18.9,0.002,50.3,0.044,0.08,-32.771849,119.85145
224586,92.0,0.04,50.7,1.7,0.002,123.0,0.028,0.17,-32.771849,119.85145
224587,65.0,0.03,51.7,1.6,0.096,126.0,0.031,0.16,-32.771849,119.85145
224588,79.0,0.06,32.7,2.2,0.014,85.3,0.026,0.14,-32.771849,119.85145
224589,67.0,0.03,27.5,1.8,0.014,76.0,0.029,0.12,-32.771849,119.85145
224590,75.0,0.07,101.0,6.8,0.093,99.8,0.038,0.16,-32.771849,119.85145
224591,66.0,0.05,23.3,14.5,0.049,61.8,0.028,0.11,-32.771849,119.85145
224592,63.0,0.05,85.8,2.0,0.011,82.4,0.032,0.15,-32.771849,119.85145
224593,51.0,0.04,42.9,1.0,0.021,88.2,0.024,0.15,-32.771727,119.851627
224594,60.0,0.06,39.8,1.7,0.099,68.5,0.033,0.13,-32.771727,119.851627
224595,61.0,0.03,70.8,2.7,0.056,58.7,0.026,0.13,-32.771727,119.851627
224596,48.0,0.04,29.5,1.5,0.019,61.4,0.028,0.12,-32.771157,119.850926
224597,49.0,0.03,28.4,1.6,0.006,62.9,0.03,0.12,-32.771157,119.850926
224598,44.0,0.03,35.7,2.0,0.001,74.5,0.034,0.16,-32.770973,119.851102
227613,27.0,,3.3,60.6,,0.8,0.018,1.13,-30.647978,118.108635
227615,11.0,,6.8,27.0,,1.4,0.006,1.02,-30.647986,118.108687
227616,7.0,,4.2,40.6,,0.8,0.006,1.0,-30.648032,118.108656
227617,147.0,,6.8,245.1,,7.0,0.122,2.18,-30.648123,118.10849
227618,37.0,,3.8,212.9,,0.7,0.02,1.39,-30.647951,118.108572
227647,66.0,1.9,6450.0,14.9,0.117,51.4,0.088,0.39,-21.032079,116.987941
227648,69.0,0.59,587.0,18.5,0.028,38.0,0.071,0.24,-21.032079,116.987941
227649,66.0,1.01,1750.0,12.4,0.071,43.5,0.065,0.35,-21.032079,116.987941
227650,68.0,3.85,5630.0,16.2,0.095,39.0,0.15,0.16,-21.031971,116.988201
227651,128.0,1.39,2190.0,5.3,0.012,51.2,0.101,0.12,-21.031971,116.988201
227652,102.0,0.13,151.0,45.2,0.002,55.8,0.055,0.28,-21.032531,116.98745
227653,59.0,2.67,11950.001,11.3,0.676,58.7,0.141,0.28,-21.031375,116.98926
227654,37.0,8.29,20500.0,36.4,1.965,72.0,0.637,0.82,-21.032287,116.98644
227655,49.0,3.69,8230.0,15.5,1.155,61.8,0.341,0.31,-21.032296,116.98643
227656,48.0,2.67,5060.0,12.8,0.093,66.6,0.079,0.26,-21.032332,116.986478
227657,53.0,1.47,2430.0,4.3,0.08,40.0,0.067,0.3,-21.032341,116.986536
228696,100.0,0.73,164.0,23.8,0.078,6.3,0.207,0.36,-26.157138,127.322356
228697,81.0,1.18,126.0,24.6,0.365,9.4,0.214,0.35,-26.157147,127.322375
228698,84.0,0.8,64.4,17.8,0.827,4.2,0.174,0.35,-26.157157,127.322405
228699,97.0,0.91,13.6,25.3,0.653,1.8,0.163,0.35,-26.157166,127.32242
228700,95.0,1.13,11.1,21.8,1.17,1.3,0.176,0.35,-26.157179,127.32242
228701,90.0,0.77,7.0,18.2,0.476,0.7,0.181,0.38,-26.157193,127.32241
228702,93.0,0.66,8.7,21.8,0.375,0.9,0.201,0.39,-26.157197,127.322395
228703,71.0,0.65,6.3,18.9,0.742,1.0,0.177,0.36,-26.157192,127.322375
228704,84.0,0.63,7.9,21.7,1.1,1.1,0.135,0.26,-26.157183,127.32235
228705,93.0,0.56,4.6,15.3,0.449,0.8,0.164,0.34,-26.157183,127.32233
228706,74.0,0.56,9.1,17.2,0.812,1.2,0.158,0.35,-26.157207,127.322425
228707,87.0,0.52,8.5,13.4,0.51099997,1.2,0.172,0.34,-26.15722,127.322399
228708,74.0,0.59,7.0,11.4,0.242,1.4,0.148,0.35,-26.157237,127.322364
228709,72.0,0.45,10.9,11.5,0.028,1.8,0.159,0.35,-26.15726,127.322339
228710,45.0,0.49,7.4,12.8,0.049,1.4,0.187,0.31,-26.157196,127.32229
228711,73.0,0.44,5.3,18.6,0.406,0.8,0.137,0.24,-26.157845,127.323372
228712,62.0,0.62,6.0,18.8,0.305,0.9,0.143,0.27,-26.157855,127.323374
228713,69.0,0.61,4.6,20.6,0.602,0.6,0.13,0.23,-26.157865,127.323376
228714,80.0,0.56,6.0,16.8,0.376,0.7,0.129,0.22,-26.157875,127.323378
228715,66.0,0.47,6.3,17.8,0.196,0.6,0.148,0.26,-26.157884,127.323381
228716,96.0,0.55,5.2,20.5,0.185,0.6,0.188,0.3,-26.157894,127.323383
228717,103.0,0.57,6.5,20.4,0.363,0.8,0.164,0.38,-26.157904,127.323385
228718,84.0,0.62,4.8,19.0,0.259,1.0,0.143,0.29,-26.157914,127.323387
228719,60.0,0.56,6.2,19.4,0.536,0.9,0.122,0.18,-26.157923,127.323389
228720,70.0,0.64,5.8,17.5,0.114,0.7,0.154,0.22,-26.157933,127.323391
228721,68.0,0.39,3.9,15.8,0.131,0.6,0.115,0.18,-26.157943,127.323394
228722,86.0,0.53,5.9,19.6,0.027,1.1,0.141,0.22,-26.157953,127.323396
228723,89.0,0.47,4.7,17.2,0.184,0.7,0.127,0.25,-26.157962,127.323398
228724,22.0,0.62,13.3,12.3,1.08,2.0,0.157,0.31,-26.15787,127.3236
228725,24.0,0.44,12.9,11.8,0.446,2.4,0.143,0.34,-26.15787,127.32361
228726,56.0,0.63,24.8,8.2,0.023,5.9,0.185,0.38,-26.157049,127.322112
228727,16.0,0.32,7.6,7.4,0.018,1.2,0.141,0.17,-26.15704,127.322112
228728,86.0,0.46,7.3,10.0,0.022,3.2,0.162,0.27,-26.157022,127.322112
228729,3.0,0.05,4.4,1.6,0.029,0.5,0.009,0.06,-26.157748,127.323212
228730,64.0,0.8,48.4,95.4,0.031,0.4,0.133,0.17,-26.176585,127.341641
228731,2.0,0.19,5.5,3.3,0.004,0.4,0.005,0.07,-26.176335,127.341865
228732,121.0,1.03,41.6,65.7,0.012,0.5,0.164,0.21,-26.176281,127.341846
228733,18.0,0.83,13.5,52.4,0.089,0.2,0.044,0.09,-26.176403,127.342294
228734,3.0,0.09,10.0,1.8,0.003,0.6,0.012,0.06,-26.176272,127.342646
228735,11.0,0.54,28.7,10.6,0.011,0.4,0.096,0.1,-26.176281,127.342646
228736,2.0,0.2,4.7,18.5,0.002,0.4,0.012,0.06,-26.176138,127.342768
228737,2.0,0.12,7.2,3.2,0.004,0.5,0.009,0.05,-26.176047,127.342699
228738,59.0,0.6,27.4,13.8,0.014,0.5,0.149,0.2,-26.176486,127.340112
228739,55.0,0.55,28.9,29.4,0.013,0.5,0.14,0.19,-26.176226,127.340276
228740,25.0,0.42,30.3,13.3,0.01,0.4,0.121,0.18,-26.178385,127.349029
228741,120.0,0.35,9.8,18.5,0.008,0.5,0.427,0.14,-26.178492,127.348918
228742,8.0,0.37,10.1,44.7,0.005,0.5,0.139,0.09,-26.179511,127.348833
228743,33.0,0.42,41.0,16.8,0.002,0.8,0.218,1.38,-26.180355,127.353914
228744,21.0,0.29,33.8,7.1,0.002,1.7,0.321,0.2,-26.180173,127.353827
228745,2.0,0.02,4.1,1.4,0.001,0.3,0.012,0.06,-26.179822,127.353851
228754,247.0,0.14,253.0,8.0,0.0005,288.8,0.036,0.025,-32.229806,122.723358
228755,205.0,0.08,161.0,4.0,0.005,1205.6,0.019,9.02,-32.200161,122.70297
229677,38.0,0.07,10.7,28.7,,2.1,0.061,0.14,-17.004321,127.866746
229678,39.0,0.05,26.8,26.8,,1.3,0.104,0.11,-17.006638,127.865567
230052,237.0,0.01,245.8,15.3,0.002,53.9,0.01,0.11,-26.330057,120.600351
230053,642.0,0.07,268.8,9.5,0.002,399.0,0.021,0.24,-26.311064,120.577501
230054,42.0,0.1,66.2,9.1,0.0005,5.6,0.033,0.025,-26.312814,120.570526
230055,169.0,0.07,331.9,20.8,0.009,30.3,0.098,0.025,-26.311772,120.567073
230056,44.0,0.06,26.2,15.3,0.0005,5.1,0.044,0.025,-26.311113,120.564383
230057,77.0,0.005,23.5,2.1,0.0005,26.2,0.01,0.025,-26.312029,120.563613
230058,83.0,0.02,132.2,4.5,0.001,9.2,0.031,0.025,-26.310607,120.559057
230059,58.0,0.005,99.7,2.5,0.002,8.6,0.031,0.11,-26.310643,120.558015
230060,97.0,0.005,100.9,2.6,0.001,18.4,0.033,0.025,-26.310552,120.557916
230061,72.0,0.01,81.3,2.7,0.003,4.6,0.032,0.025,-26.310827,120.558181
230062,63.0,0.16,54.2,21.1,0.001,9.1,0.099,0.18,-26.312093,120.568949
230063,75.0,0.005,102.5,5.4,0.002,30.4,0.043,0.025,-26.33021,120.598685
230064,44.0,0.01,204.8,14.0,0.002,21.2,0.042,0.06,-26.330138,120.598687
230065,269.0,0.15,410.8,5.2,0.002,21.4,0.055,0.025,-26.300382,120.594294
230066,221.0,0.13,544.2,7.2,0.005,9.4,0.119,0.025,-26.300317,120.594185
230067,102.0,0.41,235.3,6.2,0.513,7.0,0.117,0.025,-26.300225,120.594077
230068,55.0,0.01,45.5,0.8,0.0005,54.8,0.032,0.13,-26.306679,120.594715
230069,154.0,0.005,112.6,13.4,0.007,45.4,0.051,0.025,-26.304968,120.588482
230070,194.0,0.03,167.8,6.0,0.001,66.5,0.064,0.025,-26.304865,120.588745
230071,204.0,0.01,214.0,7.6,0.005,37.9,0.135,0.025,-26.304683,120.588668
230072,237.0,0.04,210.9,12.1,0.003,92.8,0.032,0.025,-26.305741,120.589337
230073,232.0,0.005,250.9,7.8,0.001,60.1,0.032,0.09,-26.30307,120.586709
230074,459.0,0.05,65.2,4.2,0.005,288.0,0.042,0.025,-26.305585,120.591313
230075,190.0,0.02,155.1,4.5,0.001,41.7,0.031,0.025,-26.302967,120.58592
230076,77.0,0.03,75.1,2.3,0.0005,76.9,0.051,0.08,-26.30491,120.579151
230077,96.0,0.04,46.0,2.1,0.0005,112.3,0.054,0.08,-26.306802,120.581075
230078,80.0,0.06,58.6,1.4,0.002,85.3,0.043,0.025,-26.30645,120.580551
230079,195.0,0.01,76.3,2.8,0.003,105.5,0.011,0.07,-26.307908,120.593188
230080,13.0,0.11,17.0,2.0,0.002,1.7,0.011,0.025,-26.330142,120.605397
230081,9.0,0.05,17.0,1.5,0.005,1.3,0.0025,0.025,-26.330132,120.605357
230082,19.0,0.04,20.5,5.5,0.0005,2.2,0.021,0.13,-26.328983,120.606252
230083,109.0,0.04,252.9,9.1,1.026,8.5,0.401,0.27,-26.338136,120.5972
230084,597.0,0.04,420.8,23.0,0.004,258.2,0.141,0.2,-26.338136,120.5972
230085,372.0,0.01,177.7,5.1,0.017,190.8,0.021,0.11,-26.309211,120.591208
230086,226.0,0.005,128.7,2.7,0.002,274.3,0.052,0.025,-26.30738,120.574704
230087,193.0,0.01,688.7,9.6,0.002,48.3,0.011,0.025,-26.325091,120.601329
230088,369.0,0.01,403.4,3.4,0.002,185.1,0.011,0.1,-26.325615,120.601782
230089,387.0,0.01,326.8,2.5,0.002,220.1,0.011,0.07,-26.325554,120.601844
230090,372.0,0.02,343.5,10.6,0.007,196.8,0.022,0.09,-26.325682,120.601662
230091,558.0,0.03,1149.1,2.3,0.003,257.2,0.043,0.025,-26.325278,120.601957
230092,722.0,0.02,230.7,4.8,0.0005,339.0,0.042,0.14,-26.325265,120.601993
230093,648.0,0.04,210.4,3.4,0.003,249.6,0.083,0.11,-26.324449,120.601424
230094,363.0,0.01,246.3,6.0,0.0005,199.9,0.031,0.06,-26.3252,120.6022
230095,66.0,0.01,16.8,2.7,0.001,42.3,0.032,0.11,-26.326871,120.599491
230096,501.0,0.04,163.4,16.3,0.004,266.5,0.052,0.21,-26.324536,120.593626
230097,1185.0,0.06,115.0,15.3,0.0005,736.7,0.01,0.47,-26.32521,120.575957
230098,1095.0,0.02,131.0,15.6,0.0005,555.7,0.032,0.28,-26.325144,120.575857
230099,127.0,0.06,122.0,22.4,0.017,18.4,0.021,0.025,-26.309472,120.575642
230100,378.0,0.03,274.4,26.1,0.001,174.1,0.031,0.12,-26.311192,120.577549
230101,690.0,0.07,239.9,7.4,0.002,405.6,0.022,0.17,-26.311064,120.577491
230102,680.0,0.06,204.5,15.7,0.005,359.0,0.052,0.11,-26.310879,120.577195
230103,1377.0,0.02,153.4,3.5,0.005,650.9,0.032,0.13,-26.307185,120.573837
230104,209.0,0.11,641.7,26.8,0.03,16.6,0.871,0.14,-26.307073,120.571487
230105,118.0,0.35,410.3,63.8,0.003,14.3,1.41,0.67,-26.307317,120.571502
230106,1005.0,0.14,145.3,27.5,0.003,27.5,1.456,0.23,-26.307315,120.571361
230107,53.0,0.21,115.0,51.3,0.008,2.4,0.506,0.69,-26.308689,120.570992
230108,102.0,0.06,322.3,11.8,0.001,20.7,0.069,0.08,-26.307116,120.568151
230109,95.0,0.04,366.7,10.5,0.002,21.0,0.059,0.08,-26.307094,120.567922
230110,72.0,0.13,165.3,13.2,0.002,14.9,0.069,0.08,-26.307125,120.567611
230111,1039.0,0.12,677.4,8.0,0.001,365.1,0.029,0.2,-26.308091,120.566609
230112,50.0,0.04,168.1,2.3,0.0005,4.9,0.01,0.025,-26.30758,120.567881
230113,33.0,0.05,90.3,18.9,0.0005,4.6,0.048,0.025,-26.307549,120.568142
230114,548.0,0.18,68.0,15.8,0.002,156.4,0.02,0.14,-26.3135,120.589747
230115,934.0,0.03,137.8,30.2,0.001,322.4,0.019,0.57,-26.3128,120.593727
230116,429.0,0.06,283.8,4.1,0.002,189.7,0.02,0.23,-26.315836,120.60476
230117,390.0,0.06,266.0,6.8,0.002,248.6,0.01,0.21,-26.315673,120.604743
230118,438.0,0.06,113.4,4.9,0.002,334.0,0.01,0.22,-26.31569,120.597633
230119,209.0,0.02,172.7,7.3,0.001,188.3,0.019,0.21,-26.315618,120.604634
230120,537.0,0.05,249.9,6.9,0.0005,225.4,0.028,0.25,-26.315509,120.604636
230121,516.0,0.03,335.3,25.2,0.002,93.4,0.029,0.15,-26.315937,120.604297
230122,906.0,0.07,412.4,35.2,0.0005,224.3,0.03,0.19,-26.316111,120.604444
230123,51.0,0.16,236.2,19.9,0.005,2.8,0.354,0.025,-26.316224,120.599875
230124,429.0,0.2,177.6,13.9,0.0005,233.5,0.019,0.29,-26.314533,120.595924
230125,677.0,0.15,240.0,20.2,0.0005,210.8,0.057,0.21,-26.314615,120.595953
230126,453.0,0.05,89.3,34.3,0.001,247.0,0.02,0.22,-26.316422,120.595575
230127,599.0,0.04,186.3,16.1,0.001,301.5,0.029,0.28,-26.314712,120.595851
230128,446.0,0.05,138.3,34.6,0.0005,245.7,0.029,0.26,-26.314735,120.59561
230129,443.0,0.05,128.7,34.4,0.001,252.3,0.029,0.23,-26.314638,120.595702
230130,533.0,0.03,113.0,48.3,0.001,284.1,0.028,0.31,-26.314986,120.595475
230131,436.0,0.08,49.3,5.4,0.001,345.6,0.01,0.14,-26.315667,120.591966
230132,474.0,0.05,69.3,5.8,0.0005,324.4,0.02,0.17,-26.315793,120.591963
230133,577.0,0.05,78.2,3.9,0.001,334.8,0.01,0.24,-26.315693,120.591905
230134,355.0,0.04,102.5,7.8,0.002,257.6,0.01,0.21,-26.315688,120.591595
230135,240.0,0.04,122.2,7.5,0.0005,222.6,0.02,0.18,-26.315559,120.591427
230136,591.0,0.11,172.3,9.3,0.007,188.5,0.044,0.62,-26.328965,120.597395
230137,145.0,0.03,268.5,4.4,0.0005,10.3,0.037,0.39,-26.305725,120.576068
230138,475.0,0.03,147.9,3.1,0.002,329.5,0.009,0.83,-26.326953,120.601385
230139,74.0,0.04,230.4,16.3,0.009,19.5,0.031,0.34,-26.329797,120.598635
230140,107.0,0.02,175.8,6.6,0.002,45.2,0.05,0.49,-26.330175,120.598609
230141,59.0,0.02,244.3,9.7,0.002,20.0,0.037,0.43,-26.330145,120.598587
230142,30.0,0.12,144.7,9.3,0.003,3.9,0.011,0.23,-26.330845,120.604824
230143,36.0,0.06,158.1,5.3,0.002,25.0,0.01,0.25,-26.330704,120.605017
230144,97.0,0.12,507.7,34.0,0.01,5.8,0.657,0.36,-26.335884,120.609858
230145,410.0,0.05,317.9,14.2,0.006,236.5,0.03,0.55,-26.338059,120.610517
230146,400.0,0.04,117.7,11.5,0.004,173.7,0.01,1.04,-26.338215,120.610655
230147,485.0,0.04,174.9,10.0,0.003,213.4,0.01,0.93,-26.338504,120.609925
230148,312.0,0.04,166.1,10.2,0.003,173.8,0.01,0.81,-26.338722,120.609959
230149,466.0,0.07,196.4,8.7,0.002,198.7,0.01,0.62,-26.338792,120.610037
230150,469.0,0.04,84.5,13.0,0.003,199.6,0.01,0.87,-26.339019,120.610119
230151,1148.0,0.06,115.8,12.0,0.0005,631.8,0.01,1.12,-26.32516,120.575886
230152,561.0,0.13,346.8,6.5,0.003,59.8,0.056,0.6,-26.324869,120.580519
230153,1206.0,0.06,316.5,7.2,0.004,675.8,0.041,0.96,-26.324998,120.580717
230154,260.0,0.1,1042.3,50.0,0.17,15.5,1.431,1.42,-26.325212,120.580512
230155,429.0,0.07,102.3,2.6,0.008,592.8,0.01,0.6,-26.324063,120.599143
230156,429.0,0.12,154.1,14.1,0.004,264.3,0.055,1.24,-26.324522,120.593665
230157,200.0,0.21,724.7,17.4,0.022,14.3,0.229,0.49,-26.322735,120.582305
230158,373.0,0.06,154.2,8.8,0.003,196.6,0.019,0.74,-26.337823,120.609998
230159,541.0,0.05,232.7,6.3,0.003,242.7,0.021,0.76,-26.338267,120.610038
230160,429.0,0.08,252.9,8.6,0.005,261.3,0.02,0.52,-26.337761,120.610459
230161,678.0,0.04,196.7,4.3,0.005,249.0,0.009,0.9,-26.33906,120.609337
230162,698.0,0.04,251.7,8.1,0.004,170.6,0.021,0.63,-26.338777,120.609276
230163,338.0,0.06,104.7,13.3,0.004,185.6,0.009,0.9,-26.338826,120.609126
230164,329.0,0.04,262.2,4.6,0.006,25.5,0.041,0.68,-26.332552,120.591423
230165,275.0,0.04,327.8,5.0,0.027,25.7,0.032,0.82,-26.332459,120.59135
230166,317.0,0.04,138.9,11.6,0.003,134.8,0.029,1.08,-26.332264,120.59149
230167,407.0,0.05,98.6,2.6,0.003,159.4,0.021,0.93,-26.332419,120.591649
230168,194.0,0.24,363.2,6.4,0.006,9.4,0.344,0.59,-26.332439,120.591786
230169,332.0,0.09,275.8,17.3,0.004,11.6,0.214,0.61,-26.332657,120.591929
230170,674.0,0.03,244.8,3.8,0.005,111.6,0.058,0.82,-26.332871,120.59187
230171,120.0,0.17,427.9,43.4,0.024,6.3,0.277,0.7,-26.333329,120.591644
230172,248.0,0.18,338.7,29.6,0.062,22.6,0.204,0.65,-26.332652,120.591046
230173,110.0,0.21,290.1,7.8,0.039,11.2,0.16,0.58,-26.332809,120.591141
230174,660.0,0.04,233.1,2.8,0.01,131.0,0.021,0.97,-26.334051,120.591291
230175,422.0,0.05,144.0,4.0,0.003,162.3,0.052,0.86,-26.333767,120.591407
230176,62.0,0.06,136.5,5.5,0.003,4.8,0.072,0.54,-26.321695,120.580775
230177,68.0,0.1,220.0,3.5,0.003,10.9,0.1,0.62,-26.32151,120.58064
230178,52.0,0.12,192.4,5.4,0.027,3.8,0.075,0.6,-26.32223,120.581188
230179,32.0,0.1,128.2,4.3,0.004,3.0,0.064,0.53,-26.322448,120.581388
230180,451.0,0.09,229.3,2.8,0.006,42.9,0.074,0.69,-26.322455,120.581594
230181,122.0,0.16,380.5,4.6,0.042,4.4,0.253,0.58,-26.322356,120.581915
230182,456.0,0.1,107.9,12.2,0.003,26.5,0.106,0.74,-26.320056,120.577894
230183,125.0,0.07,366.6,5.8,0.205,22.1,0.019,0.71,-26.320768,120.577988
230184,238.0,0.31,231.8,13.3,0.394,14.6,0.126,0.93,-26.320967,120.577854
230185,340.0,0.17,364.6,9.6,0.051,17.2,0.039,0.79,-26.32104,120.577941
230186,521.0,0.04,399.1,27.2,0.007,35.0,0.047,0.95,-26.328969,120.580956
230187,2237.0,0.04,188.8,28.8,0.002,306.0,0.031,0.91,-26.329031,120.581121
230188,352.0,1.82,149.0,12.5,0.004,149.9,0.031,0.9,-26.328832,120.580902
230189,1243.0,0.05,367.5,35.0,0.002,139.8,0.096,0.42,-26.329218,120.581292
230190,423.0,0.09,303.3,19.1,0.005,59.2,0.019,0.35,-26.329059,120.579897
230191,462.0,0.08,118.5,1.2,0.0005,331.3,0.009,0.25,-26.328663,120.579888
230192,1357.0,0.04,76.4,8.7,0.002,238.3,0.018,0.39,-26.328405,120.580139
230193,246.0,0.09,186.9,12.2,0.003,76.3,0.02,0.41,-26.329138,120.579514
230194,452.0,0.31,119.8,5.7,0.002,241.1,0.02,0.27,-26.329345,120.579506
230195,535.0,0.07,58.9,1.8,0.001,359.2,0.009,0.42,-26.329155,120.579337
230196,482.0,0.05,104.4,3.6,0.0005,388.0,0.01,0.18,-26.328759,120.579831
230197,206.0,0.09,213.0,10.4,0.002,52.0,0.009,0.11,-26.328942,120.579905
230198,637.0,0.07,465.8,2.8,0.003,89.0,0.073,0.33,-26.336376,120.595368
230199,550.0,0.08,155.5,4.5,0.001,149.9,0.041,0.23,-26.336612,120.595291
230200,758.0,0.04,159.8,2.8,0.002,103.6,0.038,0.21,-26.336582,120.595106
230201,358.0,0.07,245.2,3.3,0.166,31.4,0.045,0.32,-26.336551,120.59497
230202,612.0,0.04,117.3,2.9,0.007,80.2,0.037,0.35,-26.336539,120.594872
230203,388.0,0.06,226.0,11.3,0.038,36.1,0.109,0.28,-26.336426,120.59488
230204,764.0,0.08,232.3,7.2,0.013,144.1,0.047,0.25,-26.336858,120.59573
230205,465.0,0.21,196.3,4.8,0.731,28.0,0.009,0.23,-26.337368,120.595806
230206,286.0,0.07,314.5,17.3,0.249,23.7,0.092,0.34,-26.337522,120.595424
230207,1250.0,0.05,552.0,4.5,0.009,274.0,0.028,0.51,-26.337635,120.595373
230208,503.0,0.05,263.4,4.9,0.003,163.0,0.071,0.31,-26.335536,120.593976
230209,333.0,0.05,254.0,4.2,0.006,80.9,0.093,0.48,-26.335741,120.594237
230210,343.0,0.07,195.7,5.3,0.093,30.3,0.086,0.31,-26.335811,120.5943
230211,468.0,0.14,148.6,2.8,0.002,111.2,0.036,0.39,-26.335915,120.594305
230212,553.0,0.04,217.7,3.2,0.003,162.0,0.048,0.37,-26.335883,120.594456
230213,673.0,0.05,196.0,3.9,0.003,181.0,0.074,0.57,-26.335636,120.594635
230214,358.0,0.04,95.3,2.3,0.013,85.8,0.029,0.3,-26.33559,120.593794
230215,967.0,0.05,345.6,10.8,0.0005,115.5,0.06,0.45,-26.336009,120.594645
230216,440.0,0.04,138.3,2.9,0.004,129.6,0.026,0.49,-26.335858,120.594715
230217,394.0,0.18,217.0,5.3,0.392,95.5,0.132,0.37,-26.335779,120.594717
230218,352.0,0.06,275.2,3.2,0.001,31.2,0.009,0.33,-26.320603,120.577493
230219,174.0,0.07,368.9,10.6,0.164,19.7,0.038,0.29,-26.320774,120.57797
230220,205.0,0.17,260.7,16.4,0.075,11.7,0.018,0.31,-26.320961,120.577866
230221,145.0,0.18,126.7,16.5,0.066,10.3,0.105,0.3,-26.320993,120.577575
230222,24.0,0.08,50.7,9.3,0.601,2.5,0.019,0.08,-26.326935,120.591192
230223,222.0,0.03,231.3,9.8,0.0005,154.1,0.029,0.29,-26.327208,120.588142
230224,62.0,0.05,346.2,29.9,3.819,7.9,0.058,0.33,-26.328331,120.590502
230225,313.0,0.08,198.2,9.1,0.016,134.1,0.038,0.43,-26.328728,120.589943
230226,189.0,0.11,194.0,18.6,0.013,13.2,0.049,0.15,-26.329309,120.589079
230227,367.0,0.05,243.7,12.8,0.001,114.8,0.019,0.4,-26.324266,120.587562
230228,528.0,0.08,99.6,4.9,0.0005,271.1,0.019,0.33,-26.323808,120.58668
230229,201.0,0.1,188.0,6.7,0.0005,110.1,0.049,0.44,-26.324042,120.587146
230230,419.0,0.05,137.7,20.1,0.0005,179.3,0.066,0.48,-26.322781,120.587272
230231,785.0,0.39,106.1,12.8,0.001,292.5,0.03,0.44,-26.331484,120.590717
230232,517.0,0.39,262.0,24.6,4.0,70.7,0.178,0.46,-26.331601,120.591215
230233,256.0,0.31,375.0,25.8,0.018,19.3,0.496,0.31,-26.329567,120.589395
230234,1064.0,0.22,319.3,20.2,0.679,255.0,0.098,0.42,-26.32953,120.588284
230235,255.0,0.05,503.0,12.6,0.005,53.1,0.035,0.46,-26.331066,120.58679
230236,378.0,0.05,360.0,9.7,0.011,96.1,0.051,0.45,-26.349095,120.591504
230237,168.0,0.15,460.0,6.7,0.018,6.5,0.345,0.31,-26.322329,120.581924
230238,163.0,0.09,563.2,52.0,0.023,42.4,0.25,0.24,-26.322579,120.582249
230239,83.0,0.11,82.5,14.4,0.0005,31.2,0.018,0.22,-26.318935,120.590937
230240,111.0,0.92,237.6,136.5,0.107,4.6,1.418,0.26,-26.32832,120.580738
230241,946.0,0.05,244.2,7.5,0.004,274.1,0.045,0.5,-26.319341,120.581335
230242,322.0,0.06,109.5,5.9,0.005,218.9,0.009,0.42,-26.318129,120.584364
230243,297.0,0.04,171.5,6.9,0.0005,221.2,0.028,0.57,-26.317951,120.584488
230244,176.0,0.05,122.2,6.6,0.007,63.8,0.019,0.4,-26.319568,120.580319
230245,198.0,0.11,136.6,7.8,0.533,76.8,0.029,0.45,-26.319434,120.580432
230246,327.0,0.04,180.2,6.7,0.017,21.5,0.037,0.43,-26.321937,120.5806
