,Zn,Ag,Cu,Pb,Au,Co,In,Ge,lat,long
379191,6.0,0.25,9.0,15.0,,5.0,0.059,2.5,-24.09613,128.23637
379192,3.0,0.25,7.0,4.0,,4.0,0.0025,2.5,-24.09818,128.22649
379193,3.0,0.25,7.0,2.0,,1.0,0.005,2.5,-24.09084,128.27373
379194,37.0,0.25,16.0,6.0,,13.0,0.011,2.5,-24.08602,128.27271
379195,14.0,0.25,14.0,5.0,,2.0,0.011,2.5,-24.12002,128.30002
379196,48.0,0.25,25.0,28.0,,24.0,0.047,2.5,-24.16364,128.23438
379197,9.0,0.25,9.0,5.0,,4.0,0.009,2.5,-24.1723,128.23456
379198,7.0,0.25,5.0,6.0,,3.0,0.005,2.5,-24.17642,128.2681
379199,4.0,0.25,4.0,5.0,,3.0,0.005,2.5,-24.17053,128.26802
379200,18.0,0.25,8.0,14.0,,3.0,0.016,2.5,-24.15677,128.19044
379201,11.0,0.25,9.0,8.0,,3.0,0.015,2.5,-24.09565,128.18416
379202,15.0,0.25,11.0,10.0,,4.0,0.035,2.5,-24.0573,128.19229
379203,9.0,0.25,9.0,18.0,,7.0,0.024,2.5,-24.17442,128.207
379204,10.0,0.25,7.0,8.0,,2.0,0.02,2.5,-24.16764,128.2005
379205,5.0,0.25,2.0,6.0,,4.0,0.006,2.5,-24.16683,128.16762
379206,8.0,0.25,13.0,11.0,,2.0,0.025,2.5,-24.26972,127.88944
379207,2.0,0.25,7.0,5.0,,1.0,0.0025,2.5,-24.30658,127.85333
379208,1.0,0.25,2.0,1.0,,1.0,0.0025,2.5,-24.31206,127.84897
379209,1.0,0.25,3.0,12.0,,0.5,0.01,2.5,-24.07727,127.76025
379210,13.0,0.25,17.0,9.0,,0.5,0.018,2.5,-24.01947,127.76336
379211,4.0,0.25,3.0,11.0,,0.5,0.0025,2.5,-24.0194,127.7641
379212,3.0,0.25,2.0,8.0,,1.0,0.0025,2.5,-24.04939,127.85538
379213,3.0,0.25,2.0,5.0,,2.0,0.0025,2.5,-24.04936,127.85504
379214,3.0,0.25,2.0,8.0,,1.0,0.006,2.5,-24.04945,127.85506
379215,8.0,0.25,10.0,6.0,,2.0,0.014,2.5,-24.0211,128.28329
379216,11.0,0.25,12.0,12.0,,8.0,0.009,2.5,-24.00863,128.28036
379217,3.0,0.25,5.0,3.0,,1.0,0.005,2.5,-24.35468,127.82191
379218,7.0,0.25,6.0,18.0,,2.0,0.007,2.5,-24.34903,127.82712
379219,3.0,0.25,6.0,4.0,,1.0,0.0025,2.5,-24.30632,127.83913
379220,9.0,0.25,7.0,6.0,,1.0,0.008,2.5,-24.0948,128.16315
379221,5.0,0.25,4.0,3.0,,3.0,0.0025,2.5,-24.11385,128.15942
379222,7.0,0.25,9.0,9.0,,3.0,0.011,2.5,-24.10736,128.1422
379223,18.0,0.25,13.0,7.0,,2.0,0.019,2.5,-24.10965,128.14137
379224,21.0,0.25,13.0,7.0,,4.0,0.019,2.5,-24.11231,128.12263
379225,20.0,0.25,9.0,3.0,,9.0,0.011,2.5,-24.09444,128.20056
379226,9.0,0.25,8.0,3.0,,4.0,0.0025,2.5,-24.0939,128.20425
379227,4.0,0.25,5.0,2.0,,3.0,0.005,2.5,-24.07874,128.21581
379228,26.0,0.25,16.0,26.0,,5.0,0.029,2.5,-24.05796,128.187
379229,10.0,0.25,11.0,2.0,,3.0,0.041,2.5,-24.06591,128.18956
379230,15.0,0.25,14.0,36.0,,2.0,0.048,2.5,-24.06591,128.18956
379231,16.0,0.25,15.0,12.0,,3.0,0.012,2.5,-23.9183,127.92309
379232,11.0,0.25,13.0,3.0,,3.0,0.007,2.5,-23.958,127.90569
379233,4.0,0.25,6.0,1.0,,3.0,0.0025,2.5,-24.0447,127.97756
379234,6.0,0.25,7.0,6.0,,3.0,0.005,2.5,-24.04635,128.00992
379235,13.0,0.25,22.0,12.0,,4.0,0.017,2.5,-24.04567,128.0358
379236,5.0,0.25,5.0,5.0,,2.0,0.009,2.5,-24.05499,128.07082
379237,13.0,0.25,13.0,11.0,,4.0,0.014,2.5,-24.08373,128.10159
379238,8.0,0.25,12.0,14.0,,3.0,0.011,2.5,-24.03734,128.11604
379239,12.0,0.25,14.0,16.0,,3.0,0.027,2.5,-24.04192,128.12379
379240,6.0,0.25,6.0,11.0,,3.0,0.014,2.5,-24.05294,128.0984
379241,6.0,0.25,4.0,9.0,,2.0,0.009,2.5,-24.06574,128.08766
379242,8.0,0.25,18.0,12.0,,1.0,0.009,2.5,-23.94385,127.9276
379243,1.0,0.25,2.0,14.0,,1.0,0.0025,2.5,-24.21108,127.63375
379244,4.0,0.25,13.0,29.0,,7.0,0.124,2.5,-23.4378,127.54717
379245,4.0,0.25,9.0,8.0,,2.0,0.006,2.5,-24.33392,127.86266
379246,7.0,0.25,17.0,41.0,,2.0,0.009,2.5,-24.38545,127.89427
379247,3.0,0.25,7.0,28.0,,14.0,0.127,2.5,-24.08578,128.22147
379248,9.0,0.25,9.0,10.0,,2.0,0.049,2.5,-24.09741,128.20607
379249,14.0,0.25,16.0,13.0,,3.0,0.022,2.5,-24.09663,128.20596
379252,1.0,0.005,2.3,1.2,0.005,0.7,0.0025,0.025,-28.699663,116.942476
379253,1.0,0.02,2.1,1.6,0.005,0.6,0.0025,0.025,-28.702119,116.943764
379254,2.0,0.01,3.1,2.3,0.005,1.3,0.006,0.025,-28.702228,116.945545
379255,1.0,0.08,3.4,2.7,0.03,0.9,0.0025,0.025,-28.702193,116.946702
379256,1.0,0.04,2.9,1.0,0.005,1.0,0.0025,0.025,-28.702725,116.946692
379257,1.0,0.03,4.0,1.4,0.005,0.7,0.0025,0.025,-28.702328,116.947644
379258,1.0,0.17,8.1,1.6,0.005,0.7,0.0025,0.025,-28.702789,116.947388
379259,1.0,0.01,5.6,1.6,0.005,0.9,0.0025,0.025,-28.702861,116.947634
379260,1.0,0.11,2.5,0.8,0.01,0.5,0.0025,0.025,-28.705993,116.948175
379261,1.0,0.05,3.3,2.1,0.005,0.8,0.0025,0.025,-28.706544,116.94884
379534,80.0,0.03,48.0,4.5,0.005,42.1,0.065,0.08,-29.209283,116.867227
379777,1.0,0.3,47.7,7.5,0.042,1.9,0.0025,0.025,-28.207959,116.725119
379817,6.0,0.5,13.0,7.0,0.22,1.2,0.005,0.7,-28.341426,121.418154
379818,10.0,0.05,22.0,1.0,0.12,1.2,0.005,0.6,-28.341101,121.418944
379819,4.0,7.9,7.0,7.0,20.19,0.7,0.005,1.4,-28.412881,121.41398
379820,9.0,1.7,20.0,11.0,7.86,1.0,0.005,0.8,-28.412917,121.413918
379821,22.0,0.1,28.0,10.0,0.13,5.5,0.005,1.1,-28.414048,121.413411
379822,56.0,0.05,55.0,21.0,0.05,5.3,0.005,0.5,-28.414205,121.413715
379823,75.0,0.05,80.0,16.0,0.03,7.4,0.09,0.05,-28.414756,121.413809
379824,39.0,0.05,26.0,4.0,0.01,4.8,0.005,0.6,-28.414793,121.413829
379825,60.0,0.05,44.0,7.0,0.02,6.7,0.005,0.5,-28.414838,121.413839
379826,10.0,0.05,7.0,15.0,0.01,1.5,0.005,1.2,-28.414306,121.416184
379827,2.0,0.05,6.0,0.5,0.04,0.8,0.005,1.5,-28.414433,121.415478
379828,3.0,0.05,43.0,0.5,0.02,1.7,0.005,1.2,-28.414654,121.415107
379829,7.0,0.05,9.0,0.5,0.15,1.4,0.005,0.2,-28.41268,121.416841
380066,40.0,0.025,5.4,27.1,0.0025,8.8,0.005,0.4,-29.9329,120.222813
380067,58.0,0.025,8.2,65.4,0.007,4.2,0.03,1.1,-29.950288,120.221191
380068,8.0,0.025,1.5,80.7,0.0025,0.9,0.005,1.7,-29.950288,120.221191
380069,4.0,0.025,0.25,72.4,0.031,0.4,0.005,2.0,-29.950377,120.22071
380070,5.0,0.025,1.0,64.3,0.0025,0.8,0.005,2.0,-29.949358,120.221318
380071,3.0,0.025,0.25,158.7,0.018,0.2,0.005,5.2,-29.947502,120.220955
380072,3.0,0.025,1.8,67.0,0.0025,0.5,0.005,2.0,-29.943266,120.215631
380073,9.0,0.025,8.1,15.2,0.0025,1.3,0.03,2.0,-29.943501,120.2146
380074,13.0,0.025,0.25,123.6,0.0025,0.5,0.01,2.4,-29.914248,120.192666
380075,61.0,0.025,15.2,60.8,0.0025,4.1,0.03,0.8,-29.914248,120.192666
380076,1.0,0.025,0.25,6.4,0.0025,0.3,0.005,1.4,-29.94424,120.214949
380077,8.0,0.025,2.3,66.6,0.0025,1.8,0.08,1.1,-29.947402,120.224795
380078,23.0,0.09,47.5,13.4,0.009,9.7,0.09,2.8,-29.94424,120.214949
380079,285.0,0.025,1.3,6.0,0.0025,44.2,0.39,2.8,-29.909798,120.196007
380080,4.0,0.025,2.0,94.9,0.0025,1.0,0.005,2.4,-29.909808,120.196202
380081,2.0,0.025,1.2,5.1,0.0025,0.6,0.005,0.3,-29.909521,120.195086
380082,6.0,0.025,5.0,38.9,0.007,0.7,0.08,1.7,-29.932232,120.212622
380083,11.0,0.025,9.8,13.0,0.0025,3.0,0.03,1.8,-29.93225,120.212621
380084,4.0,0.025,8.3,63.3,0.022,0.8,0.03,1.5,-29.935647,120.212925
380104,71.0,0.03,13.7,2.3,0.005,15.0,0.018,0.08,-23.611703,117.096802
380105,42.0,0.03,17.6,2.8,0.005,10.9,0.022,0.07,-23.611661,117.096921
380106,57.0,0.02,7.8,2.5,0.005,13.7,0.015,0.09,-23.611507,117.098906
380149,50.0,0.05,55.7,6.8,0.01,14.6,0.061,0.12,-23.800555,117.593155
380150,241.0,0.37,545.0,850.0,0.04,40.1,0.884,0.3,-23.799759,117.592994
380151,189.0,0.38,845.0,1165.0,0.01,67.0,0.522,0.11,-23.79949,117.591646
380152,106.0,0.21,5790.0,534.0,0.01,16.7,0.149,0.025,-23.798745,117.590709
380153,18.0,0.14,148.0,60.3,0.01,2.1,0.108,0.07,-23.796713,117.589918
380154,9.0,0.19,48.4,16.0,0.005,3.5,0.082,0.08,-23.795884,117.589205
380155,8.0,0.26,97.8,51.6,0.005,2.8,0.189,0.84,-23.795809,117.589063
380156,12.0,1.4,753.0,58.0,0.03,8.1,0.508,0.19,-23.797871,117.586004
380157,370.0,1.06,3670.0,38.4,0.02,194.0,0.704,0.22,-23.796656,117.58629
380158,434.0,0.36,8750.0,368.0,0.02,26.1,0.151,0.19,-23.792983,117.588065
380159,9.0,1.22,10000.0,1275.0,0.13,1.7,0.177,0.41,-23.79307,117.588147
380160,98.0,0.21,714.0,15.4,0.02,32.2,0.135,0.11,-23.793047,117.58807
380161,36.0,0.43,428.0,94.8,0.01,2.9,0.042,0.11,-23.792839,117.588681
380162,98.0,0.03,60.2,9.9,0.005,16.6,0.079,0.15,-23.810284,117.619462
380163,123.0,0.05,159.5,12.2,0.005,21.1,0.072,0.13,-23.809625,117.618683
380164,78.0,0.02,9.8,10.0,0.005,13.5,0.068,0.12,-23.813046,117.614674
380165,99.0,0.04,58.1,5.5,0.005,36.9,0.115,0.17,-23.783995,117.623246
380166,94.0,0.04,21.8,3.6,0.005,35.8,0.055,0.025,-23.783702,117.623823
380167,43.0,0.06,37.3,4.8,0.005,22.1,0.025,0.07,-23.783289,117.624183
380168,114.0,0.05,89.9,6.8,0.005,52.6,0.081,0.11,-23.7831,117.624309
380169,16.0,0.03,59.0,4.8,0.005,24.4,0.023,0.11,-23.782797,117.624528
380170,27.0,0.03,113.0,2.6,0.005,3.0,0.02,0.14,-23.782508,117.624744
380171,32.0,0.06,126.5,3.3,0.005,4.5,0.043,0.22,-23.782464,117.624748
380172,1.0,0.01,10.8,2.0,0.005,1.0,0.0025,0.025,-23.782177,117.624846
380173,24.0,0.08,87.7,8.8,0.005,5.6,0.057,0.16,-23.781694,117.62452
380174,40.0,1.18,10000.0,28.7,0.65,26.8,0.448,0.1,-23.800532,117.580703
380175,45.0,32.7,10000.0,57.5,1.24,17.7,4.03,0.21,-23.800496,117.58067
380176,44.0,0.27,10000.0,214.0,0.05,15.1,0.16,0.4,-23.799602,117.580121
380177,427.0,1.45,10000.0,1905.0,1.98,78.1,0.918,0.14,-23.799323,117.580014
380178,280.0,1.23,10000.0,1035.0,0.25,36.4,0.928,0.06,-23.79919,117.579952
380179,166.0,0.24,3950.0,208.0,0.02,5.8,0.17,0.11,-23.799202,117.579938
380180,1250.0,6.06,10000.0,968.0,0.33,79.7,2.61,0.29,-23.800868,117.581954
380181,135.0,0.37,1760.0,338.0,0.11,7.0,1.385,0.18,-23.800836,117.581977
380182,68.0,0.27,451.0,45.6,0.01,12.8,0.517,0.19,-23.800709,117.581579
380183,68.0,0.12,2440.0,61.5,0.01,21.0,0.094,0.16,-23.800714,117.581583
380184,43.0,0.04,290.0,82.2,0.01,34.0,0.079,0.17,-23.800744,117.581594
380185,32.0,0.06,257.0,25.1,0.01,11.5,0.067,0.16,-23.800761,117.581602
380186,43.0,0.1,596.0,18.3,0.01,24.6,0.107,0.24,-23.800793,117.581611
380187,34.0,0.12,255.0,16.4,0.01,11.3,0.205,0.22,-23.80081,117.581637
380188,42.0,0.04,269.0,14.2,0.01,15.6,0.118,0.18,-23.800806,117.58158
380189,48.0,0.06,442.0,19.7,0.01,30.2,0.078,0.22,-23.800816,117.581576
380190,115.0,0.1,32.4,33.6,0.005,14.0,0.083,0.24,-23.801673,117.58301
380191,144.0,0.13,99.5,141.5,0.01,21.0,0.115,0.25,-23.800736,117.583223
380192,34.0,0.68,1490.0,134.0,0.12,10.7,0.497,0.34,-23.797668,117.586673
380193,114.0,0.02,39.6,7.2,0.005,23.5,0.044,0.2,-23.751935,117.627916
380194,103.0,0.08,237.0,17.2,0.01,67.7,0.142,0.15,-23.752171,117.62785
380195,112.0,0.08,137.5,3.6,0.01,57.7,0.079,0.14,-23.753706,117.628041
380196,129.0,0.06,124.5,1.4,0.01,31.0,0.071,0.34,-23.782779,117.626311
380197,116.0,0.04,126.5,1.0,0.005,19.6,0.099,0.27,-23.782678,117.626261
380198,66.0,0.02,32.0,1.8,0.005,6.3,0.047,0.18,-23.782657,117.626293
380199,73.0,0.03,33.4,1.7,0.005,9.0,0.033,0.16,-23.782671,117.626267
380200,11.0,0.06,38.8,5.5,0.005,4.3,0.045,0.24,-23.779592,117.621207
380201,22.0,0.05,19.0,5.0,0.005,9.9,0.026,0.34,-23.780778,117.620931
380202,122.0,0.04,309.0,410.0,0.005,11.0,0.093,0.24,-23.807518,117.578076
380203,256.0,0.19,485.0,488.0,0.01,151.5,0.148,0.16,-23.807881,117.577666
380204,3.0,0.03,8.6,3.6,0.005,2.3,0.008,0.08,-23.777655,117.615083
380205,163.0,0.17,25.0,90.8,0.005,8.7,0.026,0.24,-23.771606,117.62155
380206,110.0,0.27,32.0,370.0,0.005,6.8,0.016,0.25,-23.771781,117.62087
380207,3.0,0.06,8.5,45.1,0.005,1.1,0.006,0.025,-23.771799,117.620781
380208,178.0,0.15,58.3,150.5,0.01,224.0,0.035,0.18,-23.770851,117.626397
380209,36.0,0.09,11.1,10.7,0.005,3.2,0.016,0.06,-23.770846,117.626292
380210,166.0,0.09,58.4,66.7,0.005,29.3,0.023,0.1,-23.766491,117.629916
380282,45.0,0.06,6.8,11.8,,233.2,0.02,0.7,-23.727579,119.767043
380283,38.0,,2.6,1.6,,19.5,0.03,0.5,-23.72746,119.76556
380284,15.0,,3.1,4.8,0.001,7.1,0.02,0.6,-23.727544,119.765597
380285,53.0,,2.0,3.8,,9.3,0.08,0.5,-23.727877,119.765593
380286,154.0,,,0.6,,27.5,0.02,0.4,-23.727816,119.765669
380287,39.0,,2.4,8.7,,12.7,0.04,0.5,-23.727784,119.766308
380288,136.0,,0.8,14.9,,23.4,0.02,0.4,-23.727858,119.766782
380289,123.0,,1.1,5.3,,22.2,0.05,0.5,-23.727511,119.767174
380290,45.0,0.07,1.7,5.2,,6.8,0.04,0.4,-23.727364,119.76765
380419,100.0,2.5,20.0,60.0,0.0005,5.0,0.1,10.0,-32.839083,123.106897
380420,50.0,2.5,20.0,20.0,0.0005,5.0,0.1,10.0,-32.839083,123.106908
380421,100.0,2.5,20.0,60.0,0.0005,5.0,0.1,10.0,-32.839074,123.106908
380422,50.0,5.0,20.0,40.0,0.002,5.0,0.1,10.0,-32.839074,123.106908
380423,25.0,2.5,20.0,10.0,0.0005,5.0,0.1,10.0,-32.83893,123.106822
380424,25.0,2.5,10.0,20.0,0.0005,5.0,0.1,10.0,-32.83893,123.106822
380425,50.0,2.5,20.0,60.0,0.002,5.0,0.1,10.0,-32.83893,123.106822
380426,50.0,2.5,20.0,120.0,0.0005,5.0,0.1,10.0,-32.83893,123.106822
380427,50.0,2.5,20.0,60.0,0.0005,5.0,0.1,10.0,-32.83893,123.106822
380428,50.0,5.0,20.0,60.0,0.003,5.0,0.1,10.0,-32.83893,123.106822
380429,100.0,10.0,20.0,60.0,0.0005,5.0,0.1,10.0,-32.83893,123.106822
380430,25.0,2.5,20.0,40.0,0.0005,5.0,0.1,10.0,-32.83893,123.106822
380474,15.0,0.11,1.32,36.3,,0.381,0.018,0.025,-24.75942,116.378062
380475,9.4,0.056,1.5,5.04,,2.45,0.129,0.025,-24.730239,116.339743
380476,2.8,0.013,1.17,41.7,,0.703,0.01,0.025,-24.734269,116.363296
380477,11.9,0.027,5.18,123.0,,1.53,0.01,0.05,-24.78036,116.36677
380478,22.0,0.025,2.7,56.0,,3.7,0.02,1.3,-24.754429,116.398797
380479,18.0,0.025,8.7,52.6,,4.6,0.02,1.7,-24.752175,116.399658
380480,64.0,0.025,18.4,37.8,,11.9,0.03,0.9,-24.749796,116.400995
380481,8.0,0.07,3.5,54.5,,1.6,0.005,1.4,-24.748794,116.401247
380482,17.0,0.07,13.1,48.2,,3.4,0.01,1.1,-24.748794,116.401247
380483,27.0,0.07,25.9,47.0,,8.0,0.02,1.0,-24.74708,116.401651
380484,29.0,0.025,10.1,41.6,,6.0,0.02,1.2,-24.745105,116.402243
380485,22.0,0.025,13.3,39.9,,5.3,0.01,1.2,-24.743207,116.401956
380486,5.0,0.025,7.3,44.7,,1.9,0.005,1.1,-24.740419,116.400397
380487,96.0,0.025,5.9,5.9,,11.9,0.13,2.9,-24.738976,116.400878
380488,68.0,0.025,3.6,14.4,,19.6,0.09,2.4,-24.738976,116.400878
380489,7.0,0.05,3.5,53.1,,1.4,0.01,1.2,-24.734825,116.399455
380490,4.1,0.01,1.26,46.6,,0.385,0.0025,0.025,-24.623479,116.126427
380491,4.5,0.005,2.33,61.0,,0.648,0.0025,0.025,-24.623479,116.126427
380492,2.8,0.017,2.44,105.0,,0.332,0.0025,0.025,-24.623479,116.126427
380493,2.0,0.007,0.78,62.6,,0.42,0.0025,0.025,-24.621924,116.123118
380494,3.0,0.006,1.05,75.8,,0.443,0.0025,0.025,-24.621924,116.123118
380495,3.5,0.001,1.47,48.0,,0.54,0.0025,0.07,-24.60315,116.082366
380496,10.8,0.006,2.4,11.05,,1.76,0.028,0.31,-24.60315,116.082366
380497,3.5,0.007,0.79,44.4,,0.416,0.0025,0.025,-24.60143,116.067069
380498,1.5,0.004,1.26,49.6,,0.457,0.0025,0.025,-24.59875,116.067345
380499,1.3,0.008,1.65,8.19,,1.26,0.0025,0.025,-24.573593,116.001526
380500,12.4,0.011,22.6,21.1,,6.54,0.026,0.1,-24.557887,115.981034
380501,15.5,0.001,11.55,8.06,,2.72,0.068,0.08,-24.560161,116.01754
380502,8.6,0.023,1.76,81.1,,0.733,0.0025,0.05,-24.567429,115.939988
380503,4.1,0.015,1.41,64.3,,0.491,0.007,0.05,-24.577599,115.940307
380504,3.0,0.018,0.68,59.6,,0.505,0.0025,0.05,-24.61958,116.088746
380505,2.6,0.001,0.84,59.4,,0.378,0.0025,0.05,-24.629025,116.131368
380573,40.0,0.07,7.3,6.5,0.0025,1.1,0.006,0.14,-31.054335,121.93818
380574,30.0,0.11,9.4,4.8,0.0025,1.7,0.013,0.12,-31.054326,121.938169
380575,72.0,0.08,11.7,7.1,0.0025,1.5,0.051,0.14,-31.054326,121.93818
380602,43.0,,21.5,7.5,,19.3,0.03,1.4,-29.686061,122.591298
380606,39.0,,17.0,2.8,,17.0,0.03,1.1,-29.686252,122.597933
380656,144.0,0.38,128.0,5.9,0.01,54.8,0.05,0.4,-16.299681,127.895923
381041,4.0,0.3,10.0,37.0,0.02,0.5,0.025,0.7,-21.8715,119.9547
381042,2.0,0.1,7.0,35.0,0.01,0.7,0.025,0.9,-21.8708,119.9541
381043,3.0,0.3,14.0,25.0,0.005,0.6,0.025,1.1,-21.8698,119.9539
381044,3.0,0.05,6.0,27.0,0.005,0.8,0.025,0.7,-21.8684,119.9524
381045,8.0,0.4,12.0,108.0,0.005,0.8,0.025,0.7,-21.8583,119.9512
381046,4.0,0.1,13.0,146.0,0.02,0.7,0.025,1.0,-21.8574,119.9513
381047,5.0,0.2,14.0,149.0,0.02,0.7,0.025,1.0,-21.8566,119.9515
381048,4.0,0.2,17.0,124.0,0.005,0.6,0.025,1.0,-21.8556,119.9516
381049,4.0,0.2,12.0,110.0,0.005,0.5,0.025,1.1,-21.8547,119.9514
381050,4.0,0.5,15.0,108.0,0.005,0.6,0.025,1.0,-21.8538,119.9515
381051,5.0,0.2,12.0,219.0,0.005,0.6,0.025,1.1,-21.8529,119.9516
381052,6.0,0.3,16.0,157.0,0.005,1.4,0.025,0.3,-21.8521,119.9513
381053,5.0,0.1,13.0,100.0,0.005,0.8,0.025,0.9,-21.8467,119.9507
381054,5.0,0.1,13.0,106.0,0.005,0.9,0.025,1.0,-21.8461,119.951
381133,71.0,0.02,98.1,0.7,,47.9,0.058,0.18,-30.918519,121.900365
381134,24.0,0.04,14.4,5.2,,15.0,0.018,0.18,-30.918201,121.894728
381135,73.0,0.05,46.6,6.5,,46.6,0.059,0.89,-31.092494,121.983289
381136,74.0,0.11,10.0,2.9,0.005,41.0,0.033,0.27,-29.601082,117.514779
381137,1.0,0.09,9.7,0.25,0.005,0.6,0.008,0.05,-29.601066,117.514304
381138,20.0,0.12,155.0,3.4,0.005,14.7,0.016,0.09,-29.601157,117.514088
381139,69.0,0.11,30.0,1.8,0.005,46.1,0.044,0.24,-29.601018,117.512786
381140,85.0,0.07,6.4,2.7,0.005,41.1,0.034,0.16,-29.60169,117.515523
381141,6.0,0.14,22.1,6.6,0.005,0.9,0.069,0.06,-29.602308,117.515199
381142,2.0,0.09,12.8,1.9,0.005,0.6,0.021,0.07,-29.603126,117.514615
381143,68.0,0.17,51.5,2.7,0.005,40.3,0.038,0.24,-29.601568,117.514876
381144,101.0,0.09,17.7,4.3,0.005,41.1,0.041,0.39,-29.601029,117.516014
381145,103.0,0.11,16.5,3.4,0.005,43.2,0.037,0.29,-29.600545,117.515975
381146,61.0,0.24,71.6,2.1,0.01,41.4,0.044,0.19,-29.599828,117.514639
381254,2.0,0.08,2.5,2.3,0.005,0.6,0.0025,0.025,-28.790084,116.988566
381255,1.0,0.02,1.2,3.2,0.02,0.3,0.0025,0.025,-28.78939,116.988891
381256,1.0,0.02,2.8,3.5,0.01,0.7,0.0025,0.025,-28.788262,116.989562
381257,1.0,0.02,2.2,3.2,0.04,0.3,0.0025,0.025,-28.78603,116.990705
381258,32.0,0.025,18.0,10.0,0.0005,10.0,0.06,10.0,-22.937948,120.821126
381259,260.0,0.025,274.0,32.0,0.002,400.0,0.02,10.0,-22.93771,120.82346
381260,722.0,0.025,178.0,17.0,0.0005,130.0,0.02,10.0,-22.936437,120.824845
381261,34.0,0.025,6.0,28.0,0.0005,5.0,0.06,10.0,-22.936184,120.822168
381262,60.0,0.025,82.0,28.0,0.0005,410.0,0.02,10.0,-22.934531,120.822097
381263,240.0,0.025,196.0,113.0,0.0005,110.0,0.02,10.0,-22.930402,120.828499
381264,28.0,0.025,8.0,2.0,0.0005,10.0,0.001,10.0,-22.935318,120.832798
381265,102.0,0.025,28.0,20.0,0.0005,20.0,0.14,10.0,-22.938429,120.832515
381266,24.0,0.025,24.0,11.0,0.0005,15.0,0.02,10.0,-22.938866,120.833395
381267,404.0,0.025,398.0,26.0,0.003,520.0,0.001,10.0,-22.93619,120.827179
381268,34.0,0.025,178.0,89.0,0.001,165.0,0.18,10.0,-22.935687,120.820802
381269,162.0,0.5,114.0,8.0,0.001,190.0,0.001,10.0,-22.931015,120.824474
381270,38.0,0.025,12.0,14.0,0.0005,5.0,0.04,10.0,-22.935469,120.826635
381271,24.0,0.025,72.0,87.0,0.0005,90.0,0.18,10.0,-22.938651,120.820979
381272,364.0,0.025,200.0,23.0,0.0005,70.0,0.02,10.0,-22.93073,120.824741
381273,148.0,0.025,170.0,55.0,0.0005,315.0,0.12,10.0,-22.932631,120.824448
381274,345.0,0.025,245.0,21.0,,295.0,0.02,10.0,-22.9319,120.82716
381309,23.0,0.07,8.8,32.7,,3.8,0.14,3.0,-24.814761,116.613798
381310,22.0,0.025,7.7,13.4,,6.0,0.09,1.4,-24.829521,116.550189
381311,25.0,0.025,8.4,10.2,,7.6,0.28,1.3,-24.829499,116.548794
381312,15.0,0.025,14.3,17.1,,4.4,0.22,1.6,-24.829236,116.548429
381313,21.0,0.025,4.0,18.9,,5.4,0.17,1.6,-24.830022,116.545764
381314,22.0,0.025,4.1,9.3,,7.3,0.18,1.5,-24.829729,116.547249
381315,61.0,0.025,33.1,21.2,,8.0,0.07,1.7,-24.778964,116.482898
381316,67.0,0.025,9.3,17.4,,10.8,0.05,1.5,-24.780974,116.49483
381317,26.0,0.08,21.9,33.0,,6.3,0.06,1.3,-24.792419,116.520258
381318,117.0,0.025,6.2,27.9,,16.5,0.07,1.4,-24.806596,116.519729
381319,44.0,0.025,5.7,26.1,,9.5,0.09,1.7,-24.810439,116.521168
381320,23.0,0.025,9.4,18.4,,5.7,0.07,1.0,-24.818943,116.534702
381321,16.0,0.025,8.9,16.3,,5.1,0.09,1.1,-24.818828,116.535464
381322,10.0,0.025,2.9,22.9,,1.4,0.08,2.0,-24.832114,116.544391
381323,19.0,0.025,3.4,19.2,,2.6,0.12,1.7,-24.832161,116.545083
381419,284.0,9.5,90300.0,113.0,0.167,10.0,0.24,10.0,-21.607222,115.910318
381420,36.0,1.0,956.0,115.0,0.052,10.0,0.44,10.0,-21.607671,115.909928
381421,536.0,3.0,38300.0,3440.0,0.566,25.0,0.64,10.0,-21.606754,115.910476
381422,238.0,0.025,730.0,336.0,0.022,25.0,0.02,10.0,-21.606709,115.910592
381469,61.0,,43.0,47.0,,4.5,0.07,3.7,-24.832352,117.564258
381470,46.0,,9.0,7.0,,3.2,0.06,3.3,-24.832945,117.564835
381474,48.0,,23.0,40.0,,1.3,0.12,0.9,-24.833429,117.558506
381770,201.0,10.74,38322.0,88.6,0.276,190.0,0.02,0.82,-20.811096,117.226948
381771,44575.0,67.63,302.2,265854.0,0.087,6.4,3.01,0.25,-20.875226,117.101139
381823,9.0,0.02,12.2,2.2,0.005,7.6,0.0025,0.025,-31.181586,120.832454
381824,8.0,,3.4,35.4,,0.6,0.007,0.05,-31.159515,120.822384
381825,24.0,,9.5,36.2,,1.2,0.017,0.09,-31.159083,120.8251
381870,3.0,0.15,10.3,100.0,,1.1,0.006,0.11,-24.876715,116.270631
381871,6.0,0.09,5.7,100.0,,1.1,0.005,0.11,-24.883817,116.271243
381872,21.0,0.07,4.2,100.0,,2.7,0.009,0.29,-24.882859,116.273119
381873,116.0,0.05,3.5,100.0,,5.3,0.039,0.46,-24.882859,116.273119
381874,8.0,0.05,4.1,100.0,,0.7,0.026,0.09,-24.875321,116.27544
381875,48.0,0.27,31.2,24.6,0.003,20.4,0.04,1.3,-22.6378,120.816865
381876,188.0,50.5,78400.0,7.4,3.45,111.5,2.01,0.025,-26.705858,118.367784
